"","dropoffTaxiZone","pickupTaxiZone","vendorID","pickupTime","dropoffTime","passengerCount","tripDistance","paymentType","fareAmount","extraFees","mtaTax","tipAmount","tollAmount","improvementSurcharge","totalAmount","congestionSurcharge","tipPercentage","pickupTimeChunk","dropoffTimeChunk","percentagePopulationAbove65_Pickup","percentagePopulationInPoverty_Pickup","percentageHispanic_Pickup","percentageWhite_Pickup","percentageAfricanAmerican_Pickup","percentageAsian_Pickup","percentageOther_Pickup","percentagePopulationAbove65_Dropoff","percentagePopulationInPoverty_Dropoff","percentageHispanic_Dropoff","percentageWhite_Dropoff","percentageAfricanAmerican_Dropoff","percentageAsian_Dropoff","percentageOther_Dropoff","tipQuality"
"32763",230,68,2,"06/01/2021 01:37:41 PM","06/01/2021 01:44:38 PM",1,1.45,1,7,0,0.5,1,0,0.3,11.3,2.5,0.0970873786407767,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"26670",164,246,2,"06/01/2021 12:03:35 PM","06/01/2021 12:10:59 PM",1,0.86,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"7020",82,186,2,"06/01/2021 03:13:19 PM","06/01/2021 03:47:29 PM",1,7.77,1,28,0,0.5,2,6.55,0.3,39.85,2.5,0.0528401585204756,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,18.7,44.7,6,1.7,45.6,2.1,0
"15070",141,230,2,"06/01/2021 01:53:06 PM","06/01/2021 02:03:22 PM",1,1.32,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"17841",143,143,1,"06/01/2021 12:19:08 PM","06/01/2021 12:24:09 PM",1,0.8,1,5.5,2.5,0.5,2.2,0,0.3,11,2.5,0.25,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,21.1,8.4,10.4,69.4,4.2,13,3,1
"38338",236,163,1,"06/01/2021 01:36:58 PM","06/01/2021 01:48:34 PM",1,1.6,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5,0.199186991869919,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"7234",87,170,2,"06/01/2021 12:55:55 PM","06/01/2021 01:08:50 PM",1,4.79,1,15.5,0,0.5,1,0,0.3,19.8,2.5,0.0531914893617021,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,7,17,7.4,66.5,2.4,19.9,3.9,0
"47920",246,236,2,"06/01/2021 01:46:47 PM","06/01/2021 02:09:05 PM",1,4.25,1,17.5,0,0.5,4.16,0,0.3,24.96,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"23162",162,230,1,"06/01/2021 01:12:12 PM","06/01/2021 01:22:03 PM",1,1.2,1,8,2.5,0.5,2.26,0,0.3,13.56,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"10499",113,234,2,"06/01/2021 01:50:55 PM","06/01/2021 01:55:36 PM",1,0.73,1,5,0,0.5,1.24,0,0.3,9.54,2.5,0.149397590361446,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,16.4,8.4,6,80,2.1,8.5,3.4,0
"18914",144,237,2,"06/01/2021 12:55:05 PM","06/01/2021 01:25:19 PM",6,4.39,1,20.5,0,0.5,4.76,0,0.3,28.56,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,13.3,14.4,6.3,66.2,2.2,21.5,3.8,1
"10415",113,246,1,"06/01/2021 02:52:36 PM","06/01/2021 03:03:26 PM",1,1.7,1,9,2.5,0.5,1,0,0.3,13.3,2.5,0.0813008130081301,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,16.4,8.4,6,80,2.1,8.5,3.4,0
"8813",100,143,2,"06/01/2021 02:50:50 PM","06/01/2021 03:05:29 PM",1,1.97,1,11,0,0.5,2.86,0,0.3,17.16,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"35085",233,233,2,"06/01/2021 03:13:18 PM","06/01/2021 03:17:56 PM",5,0.42,1,4.5,0,0.5,1,0,0.3,8.8,2.5,0.128205128205128,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"31502",229,163,2,"06/01/2021 06:47:12 PM","06/01/2021 06:55:06 PM",1,0.71,1,6.5,1,0.5,2.16,0,0.3,12.96,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,1
"39373",236,144,1,"06/01/2021 04:00:32 PM","06/01/2021 04:26:16 PM",1,4.1,1,18.5,3.5,0.5,4,0,0.3,26.8,2.5,0.175438596491228,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",13.3,14.4,6.3,66.2,2.2,21.5,3.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"3835",68,143,2,"06/01/2021 05:26:47 PM","06/01/2021 05:39:34 PM",1,2.01,1,10.5,1,0.5,1,0,0.3,15.8,2.5,0.0675675675675676,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"13714",140,229,2,"06/01/2021 06:57:39 PM","06/01/2021 07:01:33 PM",1,0.6,1,4.5,1,0.5,0,0,0.3,8.8,2.5,0,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"18757",143,236,2,"06/01/2021 04:43:29 PM","06/01/2021 04:59:53 PM",3,2.81,1,13,1,0.5,1.08,0,0.3,18.38,2.5,0.0624277456647399,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,21.1,8.4,10.4,69.4,4.2,13,3,0
"6094",79,141,2,"06/01/2021 07:56:27 PM","06/01/2021 08:04:59 PM",1,2.97,1,10,1,0.5,2.86,0,0.3,17.16,2.5,0.2,"4:00 PM - 7:59 PM","8:00 PM - 11:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
"32412",229,234,2,"06/01/2021 06:01:00 PM","06/01/2021 06:16:43 PM",1,2.41,1,12,1,0.5,2,0,0.3,18.3,2.5,0.122699386503067,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"10333",113,236,2,"06/01/2021 06:48:18 PM","06/01/2021 07:06:17 PM",5,3.48,1,14,1,0.5,3.66,0,0.3,21.96,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,16.4,8.4,6,80,2.1,8.5,3.4,1
"49992",262,142,1,"06/01/2021 04:55:41 PM","06/01/2021 05:10:07 PM",1,2.2,1,11,3.5,0.5,1.2,0,0.3,16.5,2.5,0.0784313725490196,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,17.3,8.7,10.7,75,2.5,9.4,2.4,0
"1125",33,231,2,"06/01/2021 06:46:19 PM","06/01/2021 07:05:28 PM",1,3.83,1,15.5,1,0.5,3.96,0,0.3,23.76,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",13.3,14.4,6.3,66.2,2.2,21.5,3.8,14.5,10.6,7.3,72.6,5.8,9.3,5.1,0
"5102",74,75,2,"06/01/2021 04:31:24 PM","06/01/2021 04:35:43 PM",1,0.73,1,5,1,0.5,0,0,0.3,6.8,0,0,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.1,28.4,44,19.7,23.4,11.1,1.8,12,39.5,47.7,7.8,37.5,4.5,2.4,0
"47063",239,161,1,"06/01/2021 05:11:04 PM","06/01/2021 05:28:09 PM",2,2.6,1,13,3.5,0.5,3.45,0,0.3,20.75,2.5,0.199421965317919,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"775",24,238,2,"06/01/2021 04:01:46 PM","06/01/2021 04:08:36 PM",1,1.04,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,14.7,17,23.2,44.4,13.8,15.5,3.1,0
"17760",142,163,2,"06/01/2021 06:36:53 PM","06/01/2021 06:42:34 PM",4,0.72,1,5.5,1,0.5,0.98,0,0.3,10.78,2.5,0.1,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,0
"24273",162,163,2,"06/01/2021 07:15:25 PM","06/01/2021 07:24:22 PM",1,1.68,1,8,1,0.5,2.46,0,0.3,14.76,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"47710",246,162,2,"06/01/2021 05:22:16 PM","06/01/2021 05:46:52 PM",1,3.42,1,17,1,0.5,4.26,0,0.3,25.56,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"22308",161,13,2,"06/01/2021 06:43:20 PM","06/01/2021 06:57:57 PM",1,6.44,1,20,1,0.5,4.86,0,0.3,29.16,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",7,17,7.4,66.5,2.4,19.9,3.9,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"47994",246,68,2,"06/01/2021 06:29:06 PM","06/01/2021 06:30:48 PM",1,0.71,1,4,1,0.5,1,0,0.3,9.3,2.5,0.120481927710843,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"2138",48,233,1,"06/01/2021 06:22:26 PM","06/01/2021 06:32:41 PM",1,1.4,1,8.5,3.5,0.5,3.8,0,0.3,16.6,2.5,0.296875,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,13.3,22,21.1,52.8,5.5,17.5,3.2,1
"27786",170,79,2,"06/01/2021 06:28:41 PM","06/01/2021 06:36:35 PM",1,1.29,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",10.7,17.4,12.4,64.9,6.7,13.7,2.3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
"23681",162,162,2,"06/01/2021 06:17:14 PM","06/01/2021 06:20:49 PM",1,0.74,1,4.5,1,0.5,1.32,0,0.3,10.12,2.5,0.15,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"30657",211,163,2,"06/01/2021 07:03:34 PM","06/01/2021 07:23:45 PM",2,3.41,1,14.5,1,0.5,5.64,0,0.3,24.44,2.5,0.3,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,14.4,6.3,66.2,2.2,21.5,3.8,1
"22914",161,162,2,"06/01/2021 04:37:51 PM","06/01/2021 04:43:13 PM",1,0.75,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"38663",236,236,1,"06/01/2021 07:47:58 PM","06/01/2021 07:52:30 PM",1,0.9,1,5.5,3.5,0.5,1.95,0,0.3,11.75,2.5,0.198979591836735,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"48479",249,230,1,"06/01/2021 07:41:57 PM","06/01/2021 07:53:55 PM",1,2.4,1,10,3.5,0.5,2.85,0,0.3,17.15,2.5,0.199300699300699,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,16.4,8.4,6,80,2.1,8.5,3.4,0
"20044",151,170,2,"06/01/2021 09:14:46 PM","06/01/2021 09:27:13 PM",1,3.93,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"6340",79,161,2,"06/01/2021 08:31:30 PM","06/01/2021 08:40:06 PM",1,1.95,1,8,0.5,0.5,3.54,0,0.3,15.34,2.5,0.3,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,10.7,17.4,12.4,64.9,6.7,13.7,2.3,1
"28403",170,186,2,"06/01/2021 08:27:53 PM","06/01/2021 08:32:35 PM",2,0.9,1,5.5,0.5,0.5,1,0,0.3,10.3,2.5,0.10752688172043,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
"39757",236,237,1,"06/01/2021 08:23:13 PM","06/01/2021 08:30:25 PM",2,1.9,1,8,3,0.5,2.35,0,0.3,14.15,2.5,0.199152542372881,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"10113",107,140,2,"06/01/2021 08:14:00 PM","06/01/2021 08:22:06 PM",1,2.95,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
"6993",80,13,2,"06/01/2021 10:12:25 PM","06/01/2021 10:38:34 PM",3,8.12,1,27.5,0.5,0.5,6.26,0,0.3,37.56,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",7,17,7.4,66.5,2.4,19.9,3.9,12.6,29.7,29.4,44.3,8.4,15,2.9,0
"19078",144,239,1,"06/01/2021 09:08:08 PM","06/01/2021 09:39:40 PM",1,6.8,1,26,3,0.5,4.47,0,0.3,34.27,2.5,0.15,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
"46896",239,141,2,"06/01/2021 09:51:56 PM","06/01/2021 10:00:43 PM",5,2.04,1,9,0.5,0.5,1.28,0,0.3,14.08,2.5,0.1,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"1483",41,236,1,"06/01/2021 11:28:21 PM","06/01/2021 11:35:08 PM",1,1.9,1,8,3,0.5,2.35,0,0.3,14.15,2.5,0.199152542372881,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,10.1,36.2,20.5,21,49.6,5.7,3.2,0
"8265",90,79,2,"06/01/2021 09:48:03 PM","06/01/2021 09:56:29 PM",1,2.01,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",10.7,17.4,12.4,64.9,6.7,13.7,2.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"39545",236,230,2,"06/01/2021 09:15:08 PM","06/01/2021 09:30:37 PM",1,2.84,1,12.5,0.5,0.5,1.75,0,0.3,18.05,2.5,0.107361963190184,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"924",24,163,2,"06/01/2021 09:25:13 PM","06/01/2021 09:36:40 PM",2,3.79,1,12.5,0.5,0.5,1,0,0.3,17.3,2.5,0.0613496932515337,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.7,17,23.2,44.4,13.8,15.5,3.1,0
"37222",236,236,2,"06/01/2021 08:16:55 PM","06/01/2021 08:20:26 PM",1,0.81,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"49532",262,237,2,"06/01/2021 08:05:32 PM","06/01/2021 08:11:54 PM",2,1.58,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,17.3,8.7,10.7,75,2.5,9.4,2.4,1
"41151",237,161,2,"06/01/2021 08:48:55 PM","06/01/2021 08:54:55 PM",5,1.37,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"47229",243,70,2,"06/01/2021 10:06:18 PM","06/01/2021 10:23:58 PM",5,9.61,1,28,0.5,0.5,8.86,6.12,0.3,44.28,0,0.250141163184641,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",14.3,17.3,60.7,5.3,21.6,11.1,1.3,15.6,22.6,64.3,26.8,4.3,2.7,1.9,1
"41942",237,141,2,"06/01/2021 08:58:32 PM","06/01/2021 09:05:08 PM",6,1.27,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"3267",50,238,2,"06/01/2021 09:02:25 PM","06/01/2021 09:09:56 PM",6,3.11,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,13.3,22,21.1,52.8,5.5,17.5,3.2,0
"48963",249,68,1,"06/01/2021 08:23:32 PM","06/01/2021 08:35:46 PM",3,2.3,1,10,3,0.5,2.75,0,0.3,16.55,2.5,0.199275362318841,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,16.4,8.4,6,80,2.1,8.5,3.4,0
"3756",68,234,2,"06/01/2021 10:03:55 PM","06/01/2021 10:07:15 PM",1,0.79,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5,0.120481927710843,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"47988",246,68,2,"06/01/2021 10:03:33 PM","06/01/2021 10:07:44 PM",1,1.01,1,5,0.5,0.5,1.5,0,0.3,10.3,2.5,0.170454545454545,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"19039",144,233,1,"06/01/2021 09:23:41 PM","06/01/2021 09:33:13 PM",1,2.7,1,10,3,0.5,1.5,0,0.3,15.3,2.5,0.108695652173913,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
"43684",238,236,2,"06/01/2021 09:14:16 PM","06/01/2021 09:22:52 PM",1,1.72,1,8.5,0.5,0.5,1,0,0.3,13.3,2.5,0.0813008130081301,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"315",7,162,1,"06/01/2021 10:52:15 PM","06/01/2021 11:01:05 PM",1,2.9,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5,0.199300699300699,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,13,16.7,26.4,50.3,3.6,16.7,3,0
"37932",236,237,2,"06/01/2021 09:18:54 PM","06/01/2021 09:27:29 PM",1,1.74,1,8.5,0.5,0.5,1.84,0,0.3,14.14,2.5,0.149593495934959,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"7647",74,79,2,"07/24/2021 12:37:40 AM","07/24/2021 12:52:20 AM",3,7.04,1,20.5,0.5,0.5,4.86,0,0.3,29.16,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",10.7,17.4,12.4,64.9,6.7,13.7,2.3,12,39.5,47.7,7.8,37.5,4.5,2.4,1
"28636",162,162,1,"07/24/2021 12:02:55 AM","07/24/2021 12:05:13 AM",1,0.5,1,4,3,0.5,1,0,0.3,8.8,2.5,0.128205128205128,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"42126",233,114,2,"07/24/2021 01:24:20 AM","07/24/2021 01:37:13 AM",1,2.58,1,11.5,0.5,0.5,0.7,0,0.3,16,2.5,0.0457516339869281,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",16.4,8.4,6,80,2.1,8.5,3.4,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"11161",87,232,1,"07/24/2021 02:28:15 AM","07/24/2021 02:37:49 AM",1,2.9,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5,0.199346405228758,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",19.7,34,39.4,23.3,11.4,23.6,2.4,7,17,7.4,66.5,2.4,19.9,3.9,0
"8631",79,229,2,"07/24/2021 12:20:07 AM","07/24/2021 12:27:47 AM",2,2.21,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",25,5.2,4.9,75.1,1.4,16.2,2.5,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
"19642",141,230,2,"07/24/2021 03:27:53 AM","07/24/2021 03:33:39 AM",1,1.72,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"51815",246,79,2,"07/24/2021 01:02:15 AM","07/24/2021 01:17:11 AM",1,3.11,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",10.7,17.4,12.4,64.9,6.7,13.7,2.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"1844",40,198,2,"07/24/2021 03:05:36 AM","07/24/2021 03:30:31 AM",5,7.37,1,23.5,0.5,0.5,6.2,0,0.3,31,0,0.25,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",8.7,10.4,47.6,41.2,1.7,7.8,1.7,11,23.8,17.3,59.3,11.9,5.9,5.7,1
"10118",79,164,2,"07/24/2021 12:10:18 AM","07/24/2021 12:19:09 AM",2,1.52,1,8,0.5,0.5,1.1,0,0.3,12.9,2.5,0.0932203389830508,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
"42013",233,233,2,"07/24/2021 02:16:20 AM","07/24/2021 02:17:42 AM",1,0.22,1,3,0.5,0.5,1.36,0,0.3,8.16,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,1
"1239",21,256,1,"07/24/2021 12:33:13 AM","07/24/2021 01:01:47 AM",2,10.7,1,32,0.5,0.5,5,0,0.3,38.3,0,0.15015015015015,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",7.4,32.5,32.5,54.3,3,7,3.2,16.1,26,13.5,42.1,1,41,2.4,0
"39512",230,162,2,"07/24/2021 12:09:38 AM","07/24/2021 12:24:15 AM",2,1.59,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",25,5.2,4.9,75.1,1.4,16.2,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"54513",261,148,2,"07/24/2021 02:59:20 AM","07/24/2021 03:08:38 AM",1,2.97,1,11,0.5,0.5,0.1,0,0.3,14.9,2.5,0.00675675675675676,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",21.9,38.8,15.2,18.3,5.3,57.7,3.4,7,17,7.4,66.5,2.4,19.9,3.9,0
"43810",234,107,2,"07/24/2021 12:14:01 AM","07/24/2021 12:18:58 AM",1,0.85,1,5.5,0.5,0.5,0,0,0.3,9.3,2.5,0,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",12.2,6.7,7.7,70.6,3.9,15.4,2.5,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"52314",249,234,1,"07/24/2021 12:09:23 AM","07/24/2021 12:20:12 AM",1,1.4,1,8.5,3,0.5,1.85,0,0.3,14.15,2.5,0.150406504065041,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,16.4,8.4,6,80,2.1,8.5,3.4,0
