"","dropoffTaxiZone","pickupTaxiZone","vendorID","pickupTime","dropoffTime","passengerCount","tripDistance","paymentType","fareAmount","extraFees","mtaTax","tipAmount","tollAmount","improvementSurcharge","totalAmount","congestionSurcharge","tipPercentage","pickupTimeChunk","dropoffTimeChunk","percentagePopulationAbove65_Pickup","percentagePopulationInPoverty_Pickup","percentageHispanic_Pickup","percentageWhite_Pickup","percentageAfricanAmerican_Pickup","percentageAsian_Pickup","percentageOther_Pickup","percentagePopulationAbove65_Dropoff","percentagePopulationInPoverty_Dropoff","percentageHispanic_Dropoff","percentageWhite_Dropoff","percentageAfricanAmerican_Dropoff","percentageAsian_Dropoff","percentageOther_Dropoff","tipQuality"
"15160",162,137,2,"01/15/2021 12:58:09 AM","01/15/2021 01:04:21 AM",1,1.51,1,7,0.5,0.5,3.24,0,0.3,14.04,2.5,0.3,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,1
"3265",74,90,2,"01/15/2021 02:16:37 AM","01/15/2021 02:35:17 AM",1,6.38,1,19.5,0.5,0.5,2,0,0.3,25.3,2.5,0.0858369098712446,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,12,39.5,47.7,7.8,37.5,4.5,2.4,0
"11803",143,236,1,"01/15/2021 02:15:18 AM","01/15/2021 02:22:23 AM",1,1.6,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5,0.199115044247788,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,21.1,8.4,10.4,69.4,4.2,13,3,0
"29073",248,68,2,"01/15/2021 12:25:58 AM","01/15/2021 12:57:52 AM",1,12.44,1,39.5,0.5,0.5,2.75,0,0.3,43.55,0,0.0674019607843137,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,11.3,21.3,65.8,2.7,26.6,2.8,2.1,0
"4158",75,262,1,"01/15/2021 02:11:43 AM","01/15/2021 02:16:40 AM",1,1.4,1,6.5,3.5,0.5,1,0,0.3,11.8,2.5,0.0925925925925926,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",17.3,8.7,10.7,75,2.5,9.4,2.4,14.1,28.4,44,19.7,23.4,11.1,1.8,0
"27079",238,100,2,"01/15/2021 01:41:59 AM","01/15/2021 01:56:37 AM",6,3.21,1,13,0.5,0.5,4.2,0,0.3,21,2.5,0.25,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"1044",42,48,1,"01/15/2021 01:31:59 AM","01/15/2021 01:50:57 AM",1,6.6,1,22,3,0.5,3.1,0,0.3,28.9,2.5,0.12015503875969,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",13.3,22,21.1,52.8,5.5,17.5,3.2,10.6,26.3,25.8,10.1,58.7,2.1,3.3,0
"18909",186,161,1,"01/15/2021 12:06:57 AM","01/15/2021 12:09:50 AM",1,0.8,1,4.5,3,0.5,1,0,0.3,9.3,2.5,0.120481927710843,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"2485",61,181,1,"01/15/2021 02:03:39 AM","01/15/2021 02:13:02 AM",1,2.3,1,9.5,1,0.5,5,0,0.3,16.3,0,0.442477876106195,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",10.1,9.5,15.8,66.9,4.5,7.6,5.2,11.2,27.4,12.4,16.8,64.8,3,3,1
"26217",238,166,2,"01/15/2021 12:01:02 AM","01/15/2021 12:05:12 AM",1,1.02,1,5.5,0.5,0.5,1,0,0.3,7.8,0,0.147058823529412,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",14.7,17,23.2,44.4,13.8,15.5,3.1,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"11057",142,249,2,"01/15/2021 12:48:21 AM","01/15/2021 01:01:27 AM",1,3.13,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",16.4,8.4,6,80,2.1,8.5,3.4,21.1,8.4,10.4,69.4,4.2,13,3,1
"9324",140,234,2,"01/15/2021 12:32:59 AM","01/15/2021 12:43:52 AM",1,3.57,1,12,0.5,0.5,3.5,0,0.3,19.3,2.5,0.221518987341772,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"28261",239,48,2,"01/15/2021 01:22:51 AM","01/15/2021 01:26:49 AM",1,1.38,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",13.3,22,21.1,52.8,5.5,17.5,3.2,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"1150",45,79,1,"01/15/2021 03:09:30 AM","01/15/2021 03:17:12 AM",1,1.7,1,8,3,0.5,2.35,0,0.3,14.15,2.5,0.199152542372881,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",10.7,17.4,12.4,64.9,6.7,13.7,2.3,21.9,38.8,15.2,18.3,5.3,57.7,3.4,0
"3907",75,107,2,"01/15/2021 12:17:00 AM","01/15/2021 12:29:14 AM",1,5.12,1,16.5,0.5,0.5,2,0,0.3,22.3,2.5,0.0985221674876847,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",12.2,6.7,7.7,70.6,3.9,15.4,2.5,14.1,28.4,44,19.7,23.4,11.1,1.8,0
"23411",236,164,2,"01/15/2021 12:33:26 AM","01/15/2021 12:42:44 AM",1,3.67,1,12,0.5,0.5,1,0,0.3,16.8,2.5,0.0632911392405063,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"26193",238,186,1,"01/15/2021 01:19:21 AM","01/15/2021 01:30:06 AM",1,2.8,1,11,3,0.5,3.7,0,0.3,18.5,2.5,0.25,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"19485",224,249,2,"01/15/2021 02:16:08 AM","01/15/2021 02:23:20 AM",1,1.76,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5,0.25,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",16.4,8.4,6,80,2.1,8.5,3.4,16.1,8.7,8.2,72.2,4.8,11.8,3.1,1
"20612",230,263,2,"01/15/2021 12:14:24 AM","01/15/2021 12:26:17 AM",5,2.75,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",17.3,8.7,10.7,75,2.5,9.4,2.4,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"1069",42,239,2,"01/15/2021 01:59:59 AM","01/15/2021 02:16:47 AM",1,3.77,1,15,0.5,0.5,3.76,0,0.3,22.56,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,10.6,26.3,25.8,10.1,58.7,2.1,3.3,1
"2478",60,55,2,"01/15/2021 12:20:27 AM","01/15/2021 01:15:56 AM",1,29.37,1,85.5,0.5,0.5,2.75,6.12,0.3,95.67,0,0.0295953508394318,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",19.9,42.8,27.9,31.7,29.2,8.7,2.4,10.6,36.8,67.6,0.8,29.6,1.6,0.5,0
"12238",143,186,1,"01/15/2021 12:13:56 AM","01/15/2021 12:23:25 AM",1,2.6,1,10.5,3,0.5,3.55,0,0.3,17.85,2.5,0.248251748251748,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,1
"29180",249,75,2,"01/15/2021 03:58:32 AM","01/15/2021 04:15:35 AM",1,6.07,1,19,0.5,0.5,2,0,0.3,24.8,2.5,0.087719298245614,"12:00 AM - 3:59 AM","4:00 AM - 7:59 AM",14.1,28.4,44,19.7,23.4,11.1,1.8,16.4,8.4,6,80,2.1,8.5,3.4,0
"16194",164,237,2,"01/15/2021 12:16:21 AM","01/15/2021 12:23:24 AM",1,2.21,1,8.5,0.5,0.5,0.5,0,0.3,12.8,2.5,0.040650406504065,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"868",41,140,2,"01/15/2021 12:03:36 AM","01/15/2021 12:16:41 AM",1,3.92,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",17.5,5.8,10.7,70,3.2,13.5,2.6,10.1,36.2,20.5,21,49.6,5.7,3.2,0
"17867",170,158,2,"01/15/2021 05:36:19 AM","01/15/2021 05:43:16 AM",1,2.4,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0.2,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",16.4,8.4,6,80,2.1,8.5,3.4,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
"12040",143,48,2,"01/15/2021 05:51:55 AM","01/15/2021 05:55:53 AM",2,1.08,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0.2,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",13.3,22,21.1,52.8,5.5,17.5,3.2,21.1,8.4,10.4,69.4,4.2,13,3,0
"6711",107,236,2,"01/15/2021 06:39:30 AM","01/15/2021 06:48:49 AM",1,3.16,1,10.5,0,0.5,2.07,0,0.3,15.87,2.5,0.15,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
"26583",238,262,2,"01/15/2021 07:21:16 AM","01/15/2021 07:31:27 AM",1,1.96,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5,0.2,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",17.3,8.7,10.7,75,2.5,9.4,2.4,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"4093",75,263,2,"01/15/2021 07:42:12 AM","01/15/2021 07:49:14 AM",5,1.11,1,7,0,0.5,1.03,0,0.3,11.33,2.5,0.1,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",17.3,8.7,10.7,75,2.5,9.4,2.4,14.1,28.4,44,19.7,23.4,11.1,1.8,0
"22870",236,236,2,"01/15/2021 07:51:41 AM","01/15/2021 07:53:51 AM",1,0.65,1,4,0,0.5,1.46,0,0.3,8.76,2.5,0.2,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"30375",262,262,2,"01/15/2021 07:38:46 AM","01/15/2021 07:43:29 AM",1,0.8,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",17.3,8.7,10.7,75,2.5,9.4,2.4,17.3,8.7,10.7,75,2.5,9.4,2.4,0
"13657",161,68,1,"01/15/2021 04:51:30 AM","01/15/2021 04:54:30 AM",1,1,1,5.5,3,0.5,2,0,0.3,11.3,2.5,0.21505376344086,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"1637",48,100,2,"01/15/2021 07:30:16 AM","01/15/2021 07:38:34 AM",1,0.89,1,7,0,0.5,2,0,0.3,12.3,2.5,0.194174757281553,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,22,21.1,52.8,5.5,17.5,3.2,0
"11794",143,186,2,"01/15/2021 07:45:57 AM","01/15/2021 07:57:47 AM",6,2.43,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5,0.2,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,1
"15916",163,186,1,"01/15/2021 06:47:31 AM","01/15/2021 06:52:13 AM",1,1.2,1,6,2.5,0.5,2.3,0,0.3,11.6,2.5,0.247311827956989,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"13922",161,113,1,"01/15/2021 06:52:03 AM","01/15/2021 06:58:42 AM",1,2.1,1,8,2.5,0.5,1,0,0.3,12.3,2.5,0.0884955752212389,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",16.4,8.4,6,80,2.1,8.5,3.4,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"14415",161,186,2,"01/15/2021 06:45:26 AM","01/15/2021 06:50:10 AM",1,0.87,1,5.5,0,0.5,2,0,0.3,10.8,2.5,0.227272727272727,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"17724",170,236,2,"01/15/2021 07:15:57 AM","01/15/2021 07:25:12 AM",1,2.25,1,9.5,0,0.5,2.08,0,0.3,14.88,2.5,0.1625,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
"4077",75,13,1,"01/15/2021 07:49:35 AM","01/15/2021 08:19:03 AM",2,9,1,31,2.5,0.5,6.85,0,0.3,41.15,2.5,0.199708454810496,"4:00 AM - 7:59 AM","8:00 AM - 11:59 AM",7,17,7.4,66.5,2.4,19.9,3.9,14.1,28.4,44,19.7,23.4,11.1,1.8,0
"2564",68,239,2,"01/15/2021 05:58:51 AM","01/15/2021 06:07:03 AM",1,2.48,1,9.5,0,0.5,4,0,0.3,16.8,2.5,0.3125,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"25343",237,116,2,"01/15/2021 07:48:49 AM","01/15/2021 08:10:25 AM",1,5.03,1,19,0,0.5,3,0,0.3,25.3,2.5,0.134529147982063,"4:00 AM - 7:59 AM","8:00 AM - 11:59 AM",10.6,26.1,48.3,18.2,25.8,3.4,4.2,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"21765",234,164,2,"01/15/2021 07:43:32 AM","01/15/2021 07:45:52 AM",1,0.52,1,4,0,0.5,0.73,0,0.3,8.03,2.5,0.1,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"1745",48,100,2,"01/15/2021 06:37:23 AM","01/15/2021 06:39:56 AM",2,0.87,1,4.5,0,0.5,1,0,0.3,8.8,2.5,0.128205128205128,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,22,21.1,52.8,5.5,17.5,3.2,0
"8613",140,239,2,"01/15/2021 06:50:56 AM","01/15/2021 06:59:29 AM",1,2.05,1,8.5,0,0.5,0,0,0.3,11.8,2.5,0,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"25010",237,166,2,"01/15/2021 07:29:21 AM","01/15/2021 07:47:49 AM",2,4,1,15.5,0,0.5,1.88,0,0.3,20.68,2.5,0.1,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",14.7,17,23.2,44.4,13.8,15.5,3.1,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"24022",236,237,2,"01/15/2021 07:54:03 AM","01/15/2021 08:01:40 AM",3,1.21,1,7,0,0.5,2.06,0,0.3,12.36,2.5,0.2,"4:00 AM - 7:59 AM","8:00 AM - 11:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"5351",90,48,2,"01/15/2021 06:54:33 AM","01/15/2021 07:02:19 AM",1,1.12,1,7,0,0.5,2.58,0,0.3,12.88,2.5,0.250485436893204,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",13.3,22,21.1,52.8,5.5,17.5,3.2,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"23874",236,249,2,"01/15/2021 06:51:57 AM","01/15/2021 07:10:04 AM",1,4.93,1,16.5,0,0.5,5.94,0,0.3,25.74,2.5,0.3,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",16.4,8.4,6,80,2.1,8.5,3.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"25782",237,239,2,"01/15/2021 05:58:01 AM","01/15/2021 06:06:17 AM",1,1.94,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,"4:00 AM - 7:59 AM","4:00 AM - 7:59 AM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"24831",237,239,2,"01/15/2021 10:09:22 AM","01/15/2021 10:17:56 AM",5,1.83,1,8.5,0,0.5,1,0,0.3,12.8,2.5,0.0847457627118644,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"9176",140,249,2,"01/15/2021 08:10:02 AM","01/15/2021 08:29:16 AM",1,4.03,1,17,0,0.5,4.06,0,0.3,24.36,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",16.4,8.4,6,80,2.1,8.5,3.4,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"7323",113,234,2,"01/15/2021 10:19:53 AM","01/15/2021 10:24:12 AM",1,0.71,1,5,0,0.5,1,0,0.3,9.3,2.5,0.120481927710843,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,16.4,8.4,6,80,2.1,8.5,3.4,0
"14723",162,170,2,"01/15/2021 11:32:46 AM","01/15/2021 11:35:42 AM",1,0.89,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,1
"28693",246,48,2,"01/15/2021 09:15:29 AM","01/15/2021 09:19:14 AM",2,0.51,1,4.5,0,0.5,2.34,0,0.3,10.14,2.5,0.3,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",13.3,22,21.1,52.8,5.5,17.5,3.2,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"2042",50,151,2,"01/15/2021 09:41:19 AM","01/15/2021 09:55:20 AM",1,2.71,1,11.5,0,0.5,0,0,0.3,14.8,2.5,0,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,13.3,22,21.1,52.8,5.5,17.5,3.2,0
"8306",137,263,1,"01/15/2021 11:00:13 AM","01/15/2021 11:09:36 AM",1,3,1,11,2.5,0.5,2.85,0,0.3,17.15,2.5,0.199300699300699,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",17.3,8.7,10.7,75,2.5,9.4,2.4,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
"24751",237,24,2,"01/15/2021 11:14:45 AM","01/15/2021 11:28:21 AM",1,2.8,1,12,0,0.5,3.06,0,0.3,18.36,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",14.7,17,23.2,44.4,13.8,15.5,3.1,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"1305",48,107,2,"01/15/2021 11:18:39 AM","01/15/2021 11:38:55 AM",5,3.25,1,15,0,0.5,1,0,0.3,19.3,2.5,0.0546448087431694,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",12.2,6.7,7.7,70.6,3.9,15.4,2.5,13.3,22,21.1,52.8,5.5,17.5,3.2,0
"23585",236,246,2,"01/15/2021 10:34:29 AM","01/15/2021 10:54:22 AM",1,3.66,1,15,0,0.5,3.66,0,0.3,21.96,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"25451",237,170,2,"01/15/2021 11:09:35 AM","01/15/2021 11:29:52 AM",1,3.52,1,16,0,0.5,3,0,0.3,22.3,2.5,0.155440414507772,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"28928",246,229,2,"01/15/2021 08:23:17 AM","01/15/2021 08:41:23 AM",1,2.39,1,12.5,0,0.5,4.74,0,0.3,20.54,2.5,0.3,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",25,5.2,4.9,75.1,1.4,16.2,2.5,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"25688",237,170,2,"01/15/2021 11:48:12 AM","01/15/2021 11:55:52 AM",1,1.34,1,7.5,0,0.5,2.7,0,0.3,13.5,2.5,0.25,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"3752",75,236,2,"01/15/2021 09:50:31 AM","01/15/2021 09:58:32 AM",1,0.85,1,7,0,0.5,0,0,0.3,10.3,2.5,0,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.1,28.4,44,19.7,23.4,11.1,1.8,0
"30406",262,229,1,"01/15/2021 08:32:46 AM","01/15/2021 08:42:58 AM",1,1.8,1,8.5,2.5,0.5,1,0,0.3,12.8,2.5,0.0847457627118644,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",25,5.2,4.9,75.1,1.4,16.2,2.5,17.3,8.7,10.7,75,2.5,9.4,2.4,0
"4245",75,237,1,"01/15/2021 10:45:15 AM","01/15/2021 10:58:04 AM",1,1.9,1,11,2.5,0.5,4.25,0,0.3,18.55,2.5,0.297202797202797,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.1,28.4,44,19.7,23.4,11.1,1.8,1
"29522",249,186,1,"01/15/2021 11:20:25 AM","01/15/2021 11:25:52 AM",1,1.5,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5,0.198979591836735,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,16.4,8.4,6,80,2.1,8.5,3.4,0
"14699",162,107,2,"01/15/2021 08:05:23 AM","01/15/2021 08:12:46 AM",1,1.6,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",12.2,6.7,7.7,70.6,3.9,15.4,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,1
"26287",238,140,2,"01/15/2021 09:43:23 AM","01/15/2021 10:02:21 AM",5,2.78,1,14,0,0.5,3.46,0,0.3,20.76,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",17.5,5.8,10.7,70,3.2,13.5,2.6,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"694",41,50,2,"01/15/2021 11:45:47 AM","01/15/2021 12:01:04 PM",2,3.52,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5,0.2,"8:00 AM - 11:59 AM","12:00 PM - 3:59 PM",13.3,22,21.1,52.8,5.5,17.5,3.2,10.1,36.2,20.5,21,49.6,5.7,3.2,0
"23932",236,237,1,"01/15/2021 10:03:32 AM","01/15/2021 10:11:55 AM",1,1,1,7.5,2.5,0.5,1.08,0,0.3,11.88,2.5,0.1,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"8753",140,239,2,"01/15/2021 09:02:29 AM","01/15/2021 09:12:37 AM",5,2.16,1,9.5,0,0.5,1.28,0,0.3,14.08,2.5,0.1,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"23392",236,263,2,"01/15/2021 09:30:23 AM","01/15/2021 09:39:44 AM",1,0.67,1,7,0,0.5,1,0,0.3,11.3,2.5,0.0970873786407767,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"16501",164,234,1,"01/15/2021 10:32:23 AM","01/15/2021 10:35:08 AM",1,0.7,1,4.5,2.5,0.5,1.2,0,0.3,9,2.5,0.153846153846154,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"25497",237,141,2,"01/15/2021 11:53:17 AM","01/15/2021 12:05:52 PM",1,2.03,1,10.5,0,0.5,2.07,0,0.3,15.87,2.5,0.15,"8:00 AM - 11:59 AM","12:00 PM - 3:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"12960",151,142,2,"01/15/2021 02:07:11 PM","01/15/2021 02:18:23 PM",2,2.39,1,10,0,0.5,1.33,0,0.3,14.63,2.5,0.1,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"24459",236,144,2,"01/15/2021 02:21:01 PM","01/15/2021 02:43:55 PM",1,4.66,1,19,0,0.5,4.46,0,0.3,26.76,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.3,14.4,6.3,66.2,2.2,21.5,3.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"16657",164,237,2,"01/15/2021 12:58:52 PM","01/15/2021 01:07:36 PM",1,1.67,1,8,0,0.5,2.26,0,0.3,13.56,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"10949",142,186,2,"01/15/2021 01:57:54 PM","01/15/2021 02:09:33 PM",1,1.87,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,1
