dropoffTaxiZone,pickupTaxiZone,vendorID,pickupTime,dropoffTime,passengerCount,tripDistance,paymentType,fareAmount,extraFees,mtaTax,tipAmount,tollAmount,improvementSurcharge,totalAmount,congestionSurcharge,tipPercentage,pickupTimeChunk,dropoffTimeChunk,percentagePopulationAbove65_Pickup,percentagePopulationInPoverty_Pickup,percentageHispanic_Pickup,percentageWhite_Pickup,percentageAfricanAmerican_Pickup,percentageAsian_Pickup,percentageOther_Pickup,percentagePopulationAbove65_Dropoff,percentagePopulationInPoverty_Dropoff,percentageHispanic_Dropoff,percentageWhite_Dropoff,percentageAfricanAmerican_Dropoff,percentageAsian_Dropoff,percentageOther_Dropoff,tipQuality
161,237,2,1/15/2021 7:51,1/15/2021 7:57,2,1.36,1,6.5,0,0.5,1.2,0,0.3,11,2.5,0.12244898,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
233,237,2,1/15/2021 7:59,1/15/2021 8:12,3,2.31,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5,0.2,4:00 AM - 7:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,25,5.2,4.9,75.1,1.4,16.2,2.5,1
50,230,2,1/15/2021 6:29,1/15/2021 6:35,1,0.87,1,6,0,0.5,1.86,0,0.3,11.16,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,22,21.1,52.8,5.5,17.5,3.2,0
162,141,2,1/15/2021 7:35,1/15/2021 7:42,4,1.5,1,7.5,0,0.5,3.24,0,0.3,14.04,2.5,0.3,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,25,5.2,4.9,75.1,1.4,16.2,2.5,1
246,186,1,1/15/2021 6:11,1/15/2021 6:14,2,0.8,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5,0.198795181,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
231,170,2,1/15/2021 7:19,1/15/2021 7:38,1,5.41,1,20,0,0.5,1,0,0.3,24.3,2.5,0.042918455,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
107,107,2,1/15/2021 7:53,1/15/2021 7:58,1,0.77,1,5.5,0,0.5,0.5,0,0.3,9.3,2.5,0.056818182,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
68,236,1,1/15/2021 7:04,1/15/2021 7:20,1,3.6,1,14,2.5,0.5,3.45,0,0.3,20.75,2.5,0.199421965,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
231,186,2,1/15/2021 5:59,1/15/2021 6:08,1,2.91,1,10,0,0.5,3.32,0,0.3,16.62,2.5,0.24962406,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,14.4,6.3,66.2,2.2,21.5,3.8,1
254,42,1,1/15/2021 6:27,1/15/2021 6:50,1,8.7,1,27,0,0.5,0,0,0.3,27.8,0,0,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,10.6,26.3,25.8,10.1,58.7,2.1,3.3,12.4,16.9,26.4,2.4,68.3,1.3,1.6,0
137,162,1,1/15/2021 7:48,1/15/2021 7:54,1,0.8,1,6,2.5,0.5,1,0,0.3,10.3,2.5,0.107526882,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
140,239,2,1/15/2021 6:03,1/15/2021 6:16,1,2.66,1,11,0,0.5,2.86,0,0.3,17.16,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,17.5,5.8,10.7,70,3.2,13.5,2.6,0
79,170,2,1/15/2021 7:42,1/15/2021 7:48,4,0.99,1,6,0,0.5,0.93,0,0.3,10.23,2.5,0.1,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
170,186,2,1/15/2021 4:45,1/15/2021 4:49,3,1.04,1,5,0.5,0.5,2.2,0,0.3,11,2.5,0.25,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
261,230,2,1/15/2021 6:22,1/15/2021 6:37,1,4.36,1,15,0,0.5,3.66,0,0.3,21.96,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,7,17,7.4,66.5,2.4,19.9,3.9,1
100,186,2,1/15/2021 7:30,1/15/2021 7:32,3,0.69,1,4,0,0.5,0.8,0,0.3,8.1,2.5,0.109589041,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
230,100,2,1/15/2021 6:54,1/15/2021 6:56,6,0.64,1,4,0,0.5,1,0,0.3,8.3,2.5,0.136986301,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
246,151,1,1/15/2021 7:08,1/15/2021 7:15,1,3.8,1,12.5,2.5,0.5,5,0,0.3,20.8,2.5,0.316455696,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
170,140,2,1/15/2021 7:45,1/15/2021 7:53,1,2.32,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
75,233,2,1/15/2021 6:29,1/15/2021 6:35,1,2.42,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,14.1,28.4,44,19.7,23.4,11.1,1.8,0
142,68,2,1/15/2021 5:48,1/15/2021 5:55,1,1.92,1,7.5,0.5,0.5,2.82,0,0.3,14.12,2.5,0.249557522,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,21.1,8.4,10.4,69.4,4.2,13,3,1
237,239,2,1/15/2021 7:35,1/15/2021 7:43,1,1.87,1,8,0,0.5,1.7,0,0.3,13,2.5,0.150442478,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
238,142,1,1/15/2021 7:51,1/15/2021 7:57,1,1.4,1,6.5,2.5,0.5,1.5,0,0.3,11.3,2.5,0.153061224,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
140,75,2,1/15/2021 4:39,1/15/2021 4:43,1,2.18,1,8,0.5,0.5,6,0,0.3,17.8,2.5,0.508474576,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.1,28.4,44,19.7,23.4,11.1,1.8,17.5,5.8,10.7,70,3.2,13.5,2.6,1
254,162,2,1/15/2021 7:22,1/15/2021 7:51,1,14.8,1,42,0,0.5,7,0,0.3,52.3,2.5,0.154525386,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,12.4,16.9,26.4,2.4,68.3,1.3,1.6,0
48,48,2,1/15/2021 6:53,1/15/2021 6:56,1,0.37,1,3.5,0,0.5,1.02,0,0.3,7.82,2.5,0.15,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,13.3,22,21.1,52.8,5.5,17.5,3.2,13.3,22,21.1,52.8,5.5,17.5,3.2,0
48,239,1,1/15/2021 7:12,1/15/2021 7:21,1,2.2,1,9,2.5,0.5,1.5,0,0.3,13.8,2.5,0.12195122,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,13.3,22,21.1,52.8,5.5,17.5,3.2,0
161,237,2,1/15/2021 5:41,1/15/2021 5:47,1,1.76,1,7.5,0.5,0.5,1.5,0,0.3,12.8,2.5,0.132743363,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
140,170,2,1/15/2021 7:34,1/15/2021 7:42,1,1.97,1,8,0,0.5,2,0,0.3,13.3,2.5,0.17699115,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,17.5,5.8,10.7,70,3.2,13.5,2.6,0
230,186,2,1/15/2021 7:19,1/15/2021 7:21,6,0.86,1,4.5,0,0.5,1.95,0,0.3,9.75,2.5,0.25,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
233,186,1,1/15/2021 6:32,1/15/2021 6:42,1,1.7,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5,0.199186992,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
142,186,2,1/15/2021 7:23,1/15/2021 7:28,1,1.89,1,7,0,0.5,2.06,0,0.3,12.36,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,1
140,140,2,1/15/2021 6:52,1/15/2021 6:54,4,0.48,1,3.5,0,0.5,0.5,0,0.3,7.3,2.5,0.073529412,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,17.5,5.8,10.7,70,3.2,13.5,2.6,0
100,7,1,1/15/2021 6:55,1/15/2021 7:11,1,4.6,1,15.5,2.5,0.5,3.2,0,0.3,22,2.5,0.170212766,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,13,16.7,26.4,50.3,3.6,16.7,3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
211,233,1,1/15/2021 7:37,1/15/2021 7:48,1,2.5,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5,0.199275362,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
50,90,2,1/15/2021 6:34,1/15/2021 6:40,1,1.59,1,7,0,0.5,1.03,0,0.3,11.33,2.5,0.1,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.3,22,21.1,52.8,5.5,17.5,3.2,0
113,140,2,1/15/2021 7:37,1/15/2021 7:50,1,3.53,1,13,0,0.5,2,0,0.3,18.3,2.5,0.122699387,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,16.4,8.4,6,80,2.1,8.5,3.4,0
140,229,2,1/15/2021 7:39,1/15/2021 7:47,1,1.52,1,7.5,0,0.5,2.7,0,0.3,13.5,2.5,0.25,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,17.5,5.8,10.7,70,3.2,13.5,2.6,1
151,236,2,1/15/2021 7:50,1/15/2021 7:56,1,1.07,1,6.5,0,0.5,2.94,0,0.3,12.74,2.5,0.3,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
233,186,2,1/15/2021 5:29,1/15/2021 5:38,1,1.41,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
170,100,2,1/15/2021 6:21,1/15/2021 6:26,4,0.88,1,5.5,0,0.5,2.2,0,0.3,11,2.5,0.25,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
229,100,2,1/15/2021 6:45,1/15/2021 6:52,1,1.81,1,8,0,0.5,2.26,0,0.3,13.56,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
236,163,2,1/15/2021 7:53,1/15/2021 8:04,1,2.28,1,10,0,0.5,3.32,0,0.3,16.62,2.5,0.24962406,4:00 AM - 7:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
233,170,2,1/15/2021 6:08,1/15/2021 6:11,2,0.54,1,4,0,0.5,1.31,0,0.3,8.61,2.5,0.179452055,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,0
48,186,2,1/15/2021 7:16,1/15/2021 7:23,1,1.68,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,22,21.1,52.8,5.5,17.5,3.2,1
137,186,2,1/15/2021 7:52,1/15/2021 8:02,1,1.34,1,7.5,0,0.5,3.24,0,0.3,14.04,2.5,0.3,4:00 AM - 7:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
233,262,1,1/15/2021 7:08,1/15/2021 7:16,1,2.9,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5,0.199275362,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,17.3,8.7,10.7,75,2.5,9.4,2.4,25,5.2,4.9,75.1,1.4,16.2,2.5,0
68,90,2,1/15/2021 7:34,1/15/2021 7:36,1,0.73,1,4,0,0.5,2.19,0,0.3,9.49,2.5,0.3,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
140,68,2,1/15/2021 6:36,1/15/2021 6:50,2,3.69,1,13.5,0,0.5,3,0,0.3,19.8,2.5,0.178571429,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,17.5,5.8,10.7,70,3.2,13.5,2.6,0
228,228,2,1/15/2021 7:51,1/15/2021 8:01,1,2.41,1,9.5,0,0.5,2.06,0,0.3,12.36,0,0.2,4:00 AM - 7:59 AM,8:00 AM - 11:59 AM,9.9,26.3,61.5,17.9,3.3,15.5,1.7,9.9,26.3,61.5,17.9,3.3,15.5,1.7,1
162,141,2,1/15/2021 7:50,1/15/2021 7:56,2,1.54,1,7,0,0.5,2,0,0.3,12.3,2.5,0.194174757,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,25,5.2,4.9,75.1,1.4,16.2,2.5,0
236,263,2,1/15/2021 7:48,1/15/2021 7:54,1,1.13,1,6,0,0.5,1.86,0,0.3,11.16,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
230,48,2,1/15/2021 7:01,1/15/2021 7:05,1,0.85,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,13.3,22,21.1,52.8,5.5,17.5,3.2,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
107,100,2,1/15/2021 6:18,1/15/2021 6:30,1,2.46,1,10.5,0,0.5,3.45,0,0.3,17.25,2.5,0.25,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,12.2,6.7,7.7,70.6,3.9,15.4,2.5,1
161,140,2,1/15/2021 7:15,1/15/2021 7:24,1,2.48,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
237,237,1,1/15/2021 6:27,1/15/2021 6:33,1,0.6,1,5.5,2.5,0.5,1.75,0,0.3,10.55,2.5,0.198863636,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
246,186,2,1/15/2021 6:16,1/15/2021 6:19,1,0.57,1,4,0,0.5,1.46,0,0.3,8.76,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
164,238,2,1/15/2021 7:45,1/15/2021 7:57,1,2.6,1,11,0,0.5,2,0,0.3,16.3,2.5,0.13986014,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
233,137,2,1/15/2021 7:49,1/15/2021 7:52,1,0.84,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,1
209,162,2,1/15/2021 7:39,1/15/2021 7:53,1,4.92,1,17,0,0.5,1.7,0,0.3,22,2.5,0.083743842,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,7,17,7.4,66.5,2.4,19.9,3.9,0
68,161,2,1/15/2021 7:44,1/15/2021 7:50,1,1.62,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
233,229,2,1/15/2021 7:56,1/15/2021 7:58,4,0.63,1,4,0,0.5,1.46,0,0.3,8.76,2.5,0.2,4:00 AM - 7:59 AM,4:00 AM - 7:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,1
237,236,2,1/15/2021 8:50,1/15/2021 8:57,1,0.94,1,6,0,0.5,1,0,0.3,10.3,2.5,0.107526882,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
236,236,2,1/15/2021 10:26,1/15/2021 10:28,1,0.46,1,3.5,0,0.5,1.5,0,0.3,8.3,2.5,0.220588235,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
162,100,2,1/15/2021 11:23,1/15/2021 11:33,1,1.42,1,8,0,0.5,2,0,0.3,13.3,2.5,0.17699115,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
140,234,2,1/15/2021 11:43,1/15/2021 12:03,2,3.15,1,15,0,0.5,3.66,0,0.3,21.96,2.5,0.2,8:00 AM - 11:59 AM,12:00 PM - 3:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,17.5,5.8,10.7,70,3.2,13.5,2.6,1
229,229,2,1/15/2021 9:36,1/15/2021 9:39,1,0.54,1,4,0,0.5,1.46,0,0.3,8.76,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,1
237,161,1,1/15/2021 9:13,1/15/2021 9:25,1,1.8,1,10,2.5,0.5,5,0,0.3,18.3,2.5,0.37593985,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
151,151,2,1/15/2021 10:09,1/15/2021 10:12,4,0.6,1,4.5,0,0.5,1.06,0,0.3,6.36,0,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
163,142,2,1/15/2021 10:39,1/15/2021 10:46,1,1.4,1,7,0,0.5,2.06,0,0.3,12.36,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,21.1,8.4,10.4,69.4,4.2,13,3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
107,170,2,1/15/2021 8:07,1/15/2021 8:11,1,0.75,1,5,0,0.5,2.08,0,0.3,10.38,2.5,0.25060241,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,12.2,6.7,7.7,70.6,3.9,15.4,2.5,1
107,229,1,1/15/2021 9:05,1/15/2021 9:13,1,1.6,1,7.5,2.5,0.5,2.7,0,0.3,13.5,2.5,0.25,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,12.2,6.7,7.7,70.6,3.9,15.4,2.5,1
236,236,1,1/15/2021 11:16,1/15/2021 11:20,1,0.7,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5,0.198795181,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
237,236,1,1/15/2021 10:45,1/15/2021 10:48,1,0.6,1,4.5,2.5,0.5,1.17,0,0.3,8.97,2.5,0.15,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
163,162,2,1/15/2021 9:32,1/15/2021 9:37,1,0.53,1,5,0,0.5,2.49,0,0.3,10.79,2.5,0.3,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,25,5.2,4.9,75.1,1.4,16.2,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
161,237,2,1/15/2021 9:21,1/15/2021 9:28,1,1.44,1,7.5,0,0.5,0.07,0,0.3,10.87,2.5,0.006481481,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
79,87,1,1/15/2021 8:09,1/15/2021 8:20,1,3.1,1,12,2.5,0.5,2.5,0,0.3,17.8,2.5,0.163398693,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,7,17,7.4,66.5,2.4,19.9,3.9,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
162,170,2,1/15/2021 8:59,1/15/2021 9:05,1,1.24,1,6,0,0.5,2.33,0,0.3,11.63,2.5,0.250537634,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,1
33,263,1,1/15/2021 11:46,1/15/2021 12:06,1,8.5,1,26,2.5,0.5,3,0,0.3,32.3,2.5,0.102389078,8:00 AM - 11:59 AM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,14.5,10.6,7.3,72.6,5.8,9.3,5.1,0
87,13,2,1/15/2021 10:15,1/15/2021 10:23,1,1.31,1,7.5,0,0.5,2.7,0,0.3,13.5,2.5,0.25,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,7,17,7.4,66.5,2.4,19.9,3.9,7,17,7.4,66.5,2.4,19.9,3.9,1
140,129,2,1/15/2021 8:29,1/15/2021 8:54,2,5.27,1,20,0,0.5,5,0,0.3,28.3,2.5,0.214592275,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,15.6,17.2,56,16.6,2.6,22.9,1.9,17.5,5.8,10.7,70,3.2,13.5,2.6,1
113,249,2,1/15/2021 11:44,1/15/2021 11:50,1,0.82,1,6,0,0.5,2.79,0,0.3,12.09,2.5,0.3,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,16.4,8.4,6,80,2.1,8.5,3.4,16.4,8.4,6,80,2.1,8.5,3.4,1
238,239,1,1/15/2021 8:06,1/15/2021 8:13,1,1,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5,0.198979592,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
141,236,2,1/15/2021 11:39,1/15/2021 11:53,1,1.98,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5,0.2,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,17.5,5.8,10.7,70,3.2,13.5,2.6,1
237,263,2,1/15/2021 10:17,1/15/2021 10:27,1,1.3,1,7.5,0,0.5,1,0,0.3,11.8,2.5,0.092592593,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
143,239,1,1/15/2021 10:50,1/15/2021 10:56,1,0.7,1,5.5,2.5,0.5,1.5,0,0.3,10.3,2.5,0.170454545,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,21.1,8.4,10.4,69.4,4.2,13,3,0
239,141,1,1/15/2021 9:45,1/15/2021 9:56,1,1.7,1,9,2.5,0.5,1.5,0,0.3,13.8,2.5,0.12195122,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,17.5,5.8,10.7,70,3.2,13.5,2.6,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
238,161,1,1/15/2021 11:03,1/15/2021 11:19,1,3,1,13,2.5,0.5,3.25,0,0.3,19.55,2.5,0.199386503,8:00 AM - 11:59 AM,8:00 AM - 11:59 AM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
